Government_School,Government_District,Government_Latitude,Government_Longitude,BEF_School,BEF_District,Distance_KM
GBHS KHARWARI BABA,Ziarat,30.3422424134594,67.7415841954132,Shina Khezai,Ziarat,4.78
GBHS KHARWARI BABA,Ziarat,30.3422424134594,67.7415841954132,Killi shanglez,Ziarat,4.77
GBHS KHARWARI BABA,Ziarat,30.3422424134594,67.7415841954132,Matazai,Ziarat,4.77
GBPS GUDA CHASHMA,Ziarat,30.3584067203465,67.7374010283233,Shina Khezai,Ziarat,2.97
GBPS GUDA CHASHMA,Ziarat,30.3584067203465,67.7374010283233,Killi shanglez,Ziarat,2.97
GBPS GUDA CHASHMA,Ziarat,30.3584067203465,67.7374010283233,Matazai,Ziarat,2.97
GBMIDS SARDAR SHAHEN KOSHKI,Ziarat,30.3426702084493,67.7509245288626,Shina Khezai,Ziarat,5.13
GBMIDS SARDAR SHAHEN KOSHKI,Ziarat,30.3426702084493,67.7509245288626,Killi shanglez,Ziarat,5.12
GBMIDS SARDAR SHAHEN KOSHKI,Ziarat,30.3426702084493,67.7509245288626,Matazai,Ziarat,5.12
GBPS KILLI SAEED KHAN,Ziarat,30.3832333675201,67.724536854685,Shina Khezai,Ziarat,0.1
GBPS KILLI SAEED KHAN,Ziarat,30.3832333675201,67.724536854685,Killi shanglez,Ziarat,0.11
GBPS KILLI SAEED KHAN,Ziarat,30.3832333675201,67.724536854685,Matazai,Ziarat,0.1
GBPS DOZAKH TUNGI,Ziarat,30.3352332751066,67.7502796753901,Shina Khezai,Ziarat,5.83
GBPS DOZAKH TUNGI,Ziarat,30.3352332751066,67.7502796753901,Killi shanglez,Ziarat,5.82
GBPS DOZAKH TUNGI,Ziarat,30.3352332751066,67.7502796753901,Matazai,Ziarat,5.82
GGHS ZIARAT,Ziarat,30.3843314947686,67.7234632169188,Shina Khezai,Ziarat,0.2
GGHS ZIARAT,Ziarat,30.3843314947686,67.7234632169188,Killi shanglez,Ziarat,0.21
GGHS ZIARAT,Ziarat,30.3843314947686,67.7234632169188,Matazai,Ziarat,0.21
GGPS BAR MAGHZI,Ziarat,30.3876502707869,67.7214779377208,Shina Khezai,Ziarat,0.61
GGPS BAR MAGHZI,Ziarat,30.3876502707869,67.7214779377208,Killi shanglez,Ziarat,0.62
GGPS BAR MAGHZI,Ziarat,30.3876502707869,67.7214779377208,Matazai,Ziarat,0.62
GBPS KILLI KOTAN KHAN,Ziarat,30.3347140360573,67.7180297753876,Shina Khezai,Ziarat,5.33
GBPS KILLI KOTAN KHAN,Ziarat,30.3347140360573,67.7180297753876,Killi shanglez,Ziarat,5.32
GBPS KILLI KOTAN KHAN,Ziarat,30.3347140360573,67.7180297753876,Matazai,Ziarat,5.32
GBPS WACH MURDAR NO.1,Ziarat,30.3852555173799,67.7315908021113,Shina Khezai,Ziarat,0.8
GBPS WACH MURDAR NO.1,Ziarat,30.3852555173799,67.7315908021113,Killi shanglez,Ziarat,0.81
GBPS WACH MURDAR NO.1,Ziarat,30.3852555173799,67.7315908021113,Matazai,Ziarat,0.8
GBPS MURDAR KACH,Ziarat,30.3829674143568,67.7237141946482,Shina Khezai,Ziarat,0.05
GBPS MURDAR KACH,Ziarat,30.3829674143568,67.7237141946482,Killi shanglez,Ziarat,0.06
GBPS MURDAR KACH,Ziarat,30.3829674143568,67.7237141946482,Matazai,Ziarat,0.06
GBPS KILLI SHAH BAZ KHAN,Ziarat,30.3768904713593,67.7179782263577,Shina Khezai,Ziarat,0.84
GBPS KILLI SHAH BAZ KHAN,Ziarat,30.3768904713593,67.7179782263577,Killi shanglez,Ziarat,0.83
GBPS KILLI SHAH BAZ KHAN,Ziarat,30.3768904713593,67.7179782263577,Matazai,Ziarat,0.84
GBHS MANNA,Ziarat,30.4673628424048,67.7416928324172,Shina Khezai,Ziarat,9.56
GBHS MANNA,Ziarat,30.4673628424048,67.7416928324172,Killi shanglez,Ziarat,9.57
GBHS MANNA,Ziarat,30.4673628424048,67.7416928324172,Matazai,Ziarat,9.56
GGHS ZARGI KILLI ABDULLAH JAN,Ziarat,30.4924891395617,67.6962602314296,Killi Lungluna Sur Ghundai,Loralai,9.72
GBMIDS ZARGI,Ziarat,30.5047551970318,67.6890192104462,Killi Lungluna Sur Ghundai,Loralai,9.08
GBHS SPAZUNDI,Ziarat,30.5222495787251,67.667685038328,Killi Lungluna Sur Ghundai,Loralai,9.45
GBPS WASTI SPAZUNDI,Ziarat,30.4877138441058,67.7057107519038,Killi Lungluna Sur Ghundai,Loralai,9.71
GBPS ZEREEN SPAZUNDI,Ziarat,30.5057256985185,67.6869481839338,Killi Lungluna Sur Ghundai,Loralai,9.13
GBPS GHARBI CHEENA,Ziarat,30.4111661828588,67.6960825368996,Shina Khezai,Ziarat,4.15
GBPS GHARBI CHEENA,Ziarat,30.4111661828588,67.6960825368996,Killi shanglez,Ziarat,4.15
GBPS GHARBI CHEENA,Ziarat,30.4111661828588,67.6960825368996,Matazai,Ziarat,4.15
GBPS PICHI FAQIR MUHAMMAD,Ziarat,30.4406677775727,67.6552701421581,Shina Khezai,Ziarat,9.22
GBPS PICHI FAQIR MUHAMMAD,Ziarat,30.4406677775727,67.6552701421581,Killi shanglez,Ziarat,9.22
GBPS PICHI FAQIR MUHAMMAD,Ziarat,30.4406677775727,67.6552701421581,Matazai,Ziarat,9.22
GBPS PICHI DAM FARAN TANGI,Ziarat,30.4290326918112,67.6686665149391,Shina Khezai,Ziarat,7.4
GBPS PICHI DAM FARAN TANGI,Ziarat,30.4290326918112,67.6686665149391,Killi shanglez,Ziarat,7.4
GBPS PICHI DAM FARAN TANGI,Ziarat,30.4290326918112,67.6686665149391,Matazai,Ziarat,7.4
GBPS MULLA HOTAN,Ziarat,30.4265904237374,67.6809783061982,Shina Khezai,Ziarat,6.39
GBPS MULLA HOTAN,Ziarat,30.4265904237374,67.6809783061982,Killi shanglez,Ziarat,6.39
GBPS MULLA HOTAN,Ziarat,30.4265904237374,67.6809783061982,Matazai,Ziarat,6.4
GBPS PICHI KARAIZ,Ziarat,30.4261859577849,67.6804891827837,Shina Khezai,Ziarat,6.39
GBPS PICHI KARAIZ,Ziarat,30.4261859577849,67.6804891827837,Killi shanglez,Ziarat,6.39
GBPS PICHI KARAIZ,Ziarat,30.4261859577849,67.6804891827837,Matazai,Ziarat,6.39
GBMODHS ZIARAT,Ziarat,30.38525825409,67.7215344064265,Shina Khezai,Ziarat,0.38
GBMODHS ZIARAT,Ziarat,30.38525825409,67.7215344064265,Killi shanglez,Ziarat,0.38
GBMODHS ZIARAT,Ziarat,30.38525825409,67.7215344064265,Matazai,Ziarat,0.38
GBPS KILI MANDON,Pishin,30.47528575,66.95017893,New Nasaran Jilani,Pishin,7.51
GBPS KILI MANDON,Pishin,30.47528575,66.95017893,Killi Station yaro,Pishin,3.21
GBHS YARO,Pishin,30.50465482,66.95691013,New Sulaiman Khail,Pishin,9.05
GBHS YARO,Pishin,30.50465482,66.95691013,Killi Station yaro,Pishin,0.3
GBPS KILLI MUHAMMAD RAZA,Pishin,30.52165976,66.9725636,Killi Darya Khan/Alam abad,Pishin,9.74
GBPS KILLI MUHAMMAD RAZA,Pishin,30.52165976,66.9725636,New Sulaiman Khail,Pishin,7.19
GBPS KILLI MUHAMMAD RAZA,Pishin,30.52165976,66.9725636,Killi Station yaro,Pishin,2.65
GBPS KILLI ABDUL RAZAQUE,Pishin,30.52782301,66.97961892,Killi Darya Khan/Alam abad,Pishin,8.83
GBPS KILLI ABDUL RAZAQUE,Pishin,30.52782301,66.97961892,New Sulaiman Khail,Pishin,6.63
GBPS KILLI ABDUL RAZAQUE,Pishin,30.52782301,66.97961892,Killi Station yaro,Pishin,3.62
GBPS TOOR GHUNDI,Pishin,30.5350550775333,66.9612211137271,Killi Darya Khan/Alam abad,Pishin,9.05
GBPS TOOR GHUNDI,Pishin,30.5350550775333,66.9612211137271,New Sulaiman Khail,Pishin,5.66
GBPS TOOR GHUNDI,Pishin,30.5350550775333,66.9612211137271,Killi Station yaro,Pishin,3.51
GBPS KILLI MASTERZAI,Pishin,30.4682301,66.93612487,New Nasaran Jilani,Pishin,7.25
GBPS KILLI MASTERZAI,Pishin,30.4682301,66.93612487,Killi Station yaro,Pishin,4.32
GBPS KILLI MASTERZAI,Pishin,30.4682301,66.93612487,Jamal Abad Autozai ,Quetta,9.89
GBPS MADRISA MACHAN,Pishin,30.5868119001388,67.0010286569595,Killi Darya Khan/Alam abad,Pishin,2.21
GBPS MADRISA MACHAN,Pishin,30.5868119001388,67.0010286569595,New Sulaiman Khail,Pishin,3.57
GBPS KILLI SYED ABAD,Pishin,30.5858623981475,66.9938564300537,Killi Darya Khan/Alam abad,Pishin,2.82
GBPS KILLI SYED ABAD,Pishin,30.5858623981475,66.9938564300537,New Sulaiman Khail,Pishin,2.88
GBPS KILLI SYED ABAD,Pishin,30.5858623981475,66.9938564300537,Killi Station yaro,Pishin,9.85
GBPS CHRISTIAN ABADI,Pishin,30.58118504,66.99443139,Killi Darya Khan/Alam abad,Pishin,3.1
GBPS CHRISTIAN ABADI,Pishin,30.58118504,66.99443139,New Sulaiman Khail,Pishin,2.98
GBPS CHRISTIAN ABADI,Pishin,30.58118504,66.99443139,Killi Station yaro,Pishin,9.4
GBPS AMIR ABAD,Pishin,30.5844527,66.98151325,Killi Darya Khan/Alam abad,Pishin,3.92
GBPS AMIR ABAD,Pishin,30.5844527,66.98151325,New Sulaiman Khail,Pishin,1.71
GBPS AMIR ABAD,Pishin,30.5844527,66.98151325,Killi Station yaro,Pishin,9.3
GBPS KILLI AMIR JAN,Pishin,30.56102451,66.95995708,Killi Darya Khan/Alam abad,Pishin,7.07
GBPS KILLI AMIR JAN,Pishin,30.56102451,66.95995708,New Sulaiman Khail,Pishin,2.8
GBPS KILLI AMIR JAN,Pishin,30.56102451,66.95995708,Killi Station yaro,Pishin,6.35
GBMIDS KILLI HAJI KHAIR MUHAMMAD,Pishin,30.56181638,66.96559074,Killi Darya Khan/Alam abad,Pishin,6.59
GBMIDS KILLI HAJI KHAIR MUHAMMAD,Pishin,30.56181638,66.96559074,New Sulaiman Khail,Pishin,2.69
GBMIDS KILLI HAJI KHAIR MUHAMMAD,Pishin,30.56181638,66.96559074,Killi Station yaro,Pishin,6.5
GBMIDS PISHIN TOWN (GWALMANDI),Pishin,30.58161481,66.99470088,Killi Darya Khan/Alam abad,Pishin,3.05
GBMIDS PISHIN TOWN (GWALMANDI),Pishin,30.58161481,66.99470088,New Sulaiman Khail,Pishin,3.0
GBMIDS PISHIN TOWN (GWALMANDI),Pishin,30.58161481,66.99470088,Killi Station yaro,Pishin,9.45
GBPS KILLI MUHAMMAD GHOUS,Pishin,30.5332453765881,66.9848794864468,Killi Darya Khan/Alam abad,Pishin,8.07
GBPS KILLI MUHAMMAD GHOUS,Pishin,30.5332453765881,66.9848794864468,New Sulaiman Khail,Pishin,6.19
GBPS KILLI MUHAMMAD GHOUS,Pishin,30.5332453765881,66.9848794864468,Killi Station yaro,Pishin,4.4
GBPS SINGAR LALA AKHTAR,Pishin,30.5781356524483,66.9715955702306,Killi Darya Khan/Alam abad,Pishin,5.09
GBPS SINGAR LALA AKHTAR,Pishin,30.5781356524483,66.9715955702306,New Sulaiman Khail,Pishin,1.15
GBPS SINGAR LALA AKHTAR,Pishin,30.5781356524483,66.9715955702306,Killi Station yaro,Pishin,8.39
GBHS HAIDERZAI PISHIN,Pishin,30.48370023,66.94901671,New Nasaran Jilani,Pishin,8.44
GBHS HAIDERZAI PISHIN,Pishin,30.48370023,66.94901671,Killi Station yaro,Pishin,2.3
GBPS OBAID ULLAH YARO,Pishin,30.5078660423808,66.967260969446,New Sulaiman Khail,Pishin,8.67
GBPS OBAID ULLAH YARO,Pishin,30.5078660423808,66.967260969446,Killi Station yaro,Pishin,1.35
GBPS MULLA SHADO,Pishin,30.54554535,66.96802989,Killi Darya Khan/Alam abad,Pishin,7.73
GBPS MULLA SHADO,Pishin,30.54554535,66.96802989,New Sulaiman Khail,Pishin,4.51
GBPS MULLA SHADO,Pishin,30.54554535,66.96802989,Killi Station yaro,Pishin,4.8
GBMIDS FAIZABAD,Pishin,30.56331107,66.98794754,Killi Darya Khan/Alam abad,Pishin,5.01
GBMIDS FAIZABAD,Pishin,30.56331107,66.98794754,New Sulaiman Khail,Pishin,3.42
GBMIDS FAIZABAD,Pishin,30.56331107,66.98794754,Killi Station yaro,Pishin,7.34
GBHS KILLI ABDULLAHJAN PISHIN,Pishin,30.54252736,66.98722157,Killi Darya Khan/Alam abad,Pishin,7.04
GBHS KILLI ABDULLAHJAN PISHIN,Pishin,30.54252736,66.98722157,New Sulaiman Khail,Pishin,5.32
GBHS KILLI ABDULLAHJAN PISHIN,Pishin,30.54252736,66.98722157,Killi Station yaro,Pishin,5.34
GBPS LAMARAN,Pishin,30.5762083333333,67.0092616666666,Killi Darya Khan/Alam abad,Pishin,2.78
GBPS LAMARAN,Pishin,30.5762083333333,67.0092616666666,New Sulaiman Khail,Pishin,4.49
GBPS LAMARAN,Pishin,30.5762083333333,67.0092616666666,Killi Station yaro,Pishin,9.61
GBHS MUHAMMAD DIN COLONY,Pishin,30.57630068,67.02079941,Killi Darya Khan/Alam abad,Pishin,2.65
GBHS MUHAMMAD DIN COLONY,Pishin,30.57630068,67.02079941,New Sulaiman Khail,Pishin,5.57
GBPS ZARK,Pishin,30.55561,67.0679266666666,Killi Darya Khan/Alam abad,Pishin,6.86
GBMODHS PISHIN,Pishin,30.57615684,66.99237938,Killi Darya Khan/Alam abad,Pishin,3.63
GBMODHS PISHIN,Pishin,30.57615684,66.99237938,New Sulaiman Khail,Pishin,2.95
GBMODHS PISHIN,Pishin,30.57615684,66.99237938,Killi Station yaro,Pishin,8.81
GBMIDS NEW KARBALA,Pishin,30.6758017954535,66.8911490294645,Killi Char Badizai,Pishin,9.82
GBPS DORI SULEMANKHAIL,Pishin,30.6373066666666,66.9401433333333,Killi Darya Khan/Alam abad,Pishin,8.55
GBPS DORI SULEMANKHAIL,Pishin,30.6373066666666,66.9401433333333,New Sulaiman Khail,Pishin,6.12
GBPS JALAT,Pishin,30.55683695,66.95955946,Killi Darya Khan/Alam abad,Pishin,7.39
GBPS JALAT,Pishin,30.55683695,66.95955946,New Sulaiman Khail,Pishin,3.26
GBPS JALAT,Pishin,30.55683695,66.95955946,Killi Station yaro,Pishin,5.88
GBHS HAKALZAI,Pishin,30.6241466666666,66.9265216666666,Killi Darya Khan/Alam abad,Pishin,9.19
GBHS HAKALZAI,Pishin,30.6241466666666,66.9265216666666,New Sulaiman Khail,Pishin,5.54
GBMIDS DAVIYAN KARBALA,Pishin,30.6555866666666,66.9163816666666,New Sulaiman Khail,Pishin,8.95
GBPS KILLI ABDUL WAHAB,Pishin,30.54109457,66.96335815,Killi Darya Khan/Alam abad,Pishin,8.39
GBPS KILLI ABDUL WAHAB,Pishin,30.54109457,66.96335815,New Sulaiman Khail,Pishin,4.98
GBPS KILLI ABDUL WAHAB,Pishin,30.54109457,66.96335815,Killi Station yaro,Pishin,4.21
GBPS KILLI SHAIR KHAN,Pishin,30.53602604,67.01429864,Killi Darya Khan/Alam abad,Pishin,7.11
GBPS KILLI SHAIR KHAN,Pishin,30.53602604,67.01429864,New Sulaiman Khail,Pishin,7.36
GBPS KILLI SHAIR KHAN,Pishin,30.53602604,67.01429864,Killi Station yaro,Pishin,6.8
GBPS SUR KALI BAGARZAI,Pishin,30.69253397,67.03935161,Bala Ibrahimzai,Pishin,5.66
GBPS SUR KALI BAGARZAI,Pishin,30.69253397,67.03935161,Haji Habibullah,Pishin,3.5
GBPS KHADO KHANZAI,Pishin,30.7547576797035,67.1358482288935,Bala Ibrahimzai,Pishin,9.53
GBPS QILLAH NADAR KHAN,Pishin,30.65722678,66.98955611,Killi Darya Khan/Alam abad,Pishin,6.9
GBPS QILLAH NADAR KHAN,Pishin,30.65722678,66.98955611,New Sulaiman Khail,Pishin,8.27
GBPS QILLAH NADAR KHAN,Pishin,30.65722678,66.98955611,Haji Habibullah,Pishin,8.09
GBPS BAND SHAKHAL ZAI,Pishin,30.68420288,67.05665715,Bala Ibrahimzai,Pishin,6.84
GBPS BAND SHAKHAL ZAI,Pishin,30.68420288,67.05665715,Haji Habibullah,Pishin,5.07
GBHS  PITAO  BAYAN ZAI,Pishin,30.611015,67.003105,Killi Darya Khan/Alam abad,Pishin,1.89
GBHS  PITAO  BAYAN ZAI,Pishin,30.611015,67.003105,New Sulaiman Khail,Pishin,4.67
GBPS OLD BATEZAI,Pishin,30.5964783333333,66.99868,Killi Darya Khan/Alam abad,Pishin,1.92
GBPS OLD BATEZAI,Pishin,30.5964783333333,66.99868,New Sulaiman Khail,Pishin,3.54
GBPS TAHMIRE NO PISHIN WARD NO.3,Pishin,30.5797279,67.00033277,Killi Darya Khan/Alam abad,Pishin,2.84
GBPS TAHMIRE NO PISHIN WARD NO.3,Pishin,30.5797279,67.00033277,New Sulaiman Khail,Pishin,3.57
GBPS TAHMIRE NO PISHIN WARD NO.3,Pishin,30.5797279,67.00033277,Killi Station yaro,Pishin,9.5
GBHS SHAHEED SHER MOHAMAD MACHAN,Pishin,30.5843925476074,67.003464102745,Killi Darya Khan/Alam abad,Pishin,2.24
GBHS SHAHEED SHER MOHAMAD MACHAN,Pishin,30.5843925476074,67.003464102745,New Sulaiman Khail,Pishin,3.81
GBPS WALHAM ZAR,Pishin,30.7130383333333,67.082415,Bala Ibrahimzai,Pishin,5.5
GBPS WALHAM ZAR,Pishin,30.7130383333333,67.082415,Haji Habibullah,Pishin,5.36
GBPS CHUSTIAN MANZAKI,Pishin,30.7136166666666,67.0763383333333,Bala Ibrahimzai,Pishin,5.01
GBPS CHUSTIAN MANZAKI,Pishin,30.7136166666666,67.0763383333333,Haji Habibullah,Pishin,4.77
GBPS SAREELA  HABIBZAI BADIZAI,Pishin,30.7028766666666,67.0498016666666,Bala Ibrahimzai,Pishin,4.67
GBPS SAREELA  HABIBZAI BADIZAI,Pishin,30.7028766666666,67.0498016666666,Haji Habibullah,Pishin,3.04
GBPS KILLI KHUDAINOOR,Pishin,30.60479303,67.00865679,Killi Darya Khan/Alam abad,Pishin,1.05
GBPS KILLI KHUDAINOOR,Pishin,30.60479303,67.00865679,New Sulaiman Khail,Pishin,4.78
GBPS KILLI NOOR MUHAMMAD,Pishin,30.61104595,67.01913733,Killi Darya Khan/Alam abad,Pishin,1.22
GBPS KILLI NOOR MUHAMMAD,Pishin,30.61104595,67.01913733,New Sulaiman Khail,Pishin,5.99
GBHSS MANZAKI,Pishin,30.70902317,67.06842198,Bala Ibrahimzai,Pishin,4.86
GBHSS MANZAKI,Pishin,30.70902317,67.06842198,Haji Habibullah,Pishin,4.19
GBPS SARILAH UMARZAI,Pishin,30.6932349999999,67.0576766666666,Bala Ibrahimzai,Pishin,5.91
GBPS SARILAH UMARZAI,Pishin,30.6932349999999,67.0576766666666,Haji Habibullah,Pishin,4.34
GBPS MIAN KHAN ZAI,Pishin,30.7415265127537,67.1240260154662,Bala Ibrahimzai,Pishin,8.32
GBPS MIAN KHAN ZAI,Pishin,30.7415265127537,67.1240260154662,Haji Habibullah,Pishin,9.48
GBPS KOZH ISMAIL ZAI,Pishin,30.7208116666666,67.0525183333333,Bala Ibrahimzai,Pishin,2.92
GBPS KOZH ISMAIL ZAI,Pishin,30.7208116666666,67.0525183333333,Haji Habibullah,Pishin,2.4
GBPS SUFANZAI,Pishin,30.70024396,66.99284896,Bala Ibrahimzai,Pishin,6.41
GBPS SUFANZAI,Pishin,30.70024396,66.99284896,Haji Habibullah,Pishin,4.14
GBPS BAGAR  ZAI SYEDAN,Pishin,30.7087744250745,67.0229577125053,Bala Ibrahimzai,Pishin,4.09
GBPS BAGAR  ZAI SYEDAN,Pishin,30.7087744250745,67.0229577125053,Haji Habibullah,Pishin,1.58
GBHS BALAH YASEEN ZAI,Pishin,30.69315732,67.01760414,Bala Ibrahimzai,Pishin,5.89
GBHS BALAH YASEEN ZAI,Pishin,30.69315732,67.01760414,Haji Habibullah,Pishin,3.38
GBPS KOZH YASEEN ZAI,Pishin,30.69346327,67.00135374,Bala Ibrahimzai,Pishin,6.53
GBPS KOZH YASEEN ZAI,Pishin,30.69346327,67.00135374,Haji Habibullah,Pishin,4.08
GBMIDS MALEZAI,Pishin,30.6723651841332,66.9732433205146,Bala Ibrahimzai,Pishin,9.99
GBMIDS MALEZAI,Pishin,30.6723651841332,66.9732433205146,Killi Darya Khan/Alam abad,Pishin,9.1
GBMIDS MALEZAI,Pishin,30.6723651841332,66.9732433205146,New Sulaiman Khail,Pishin,9.61
GBMIDS MALEZAI,Pishin,30.6723651841332,66.9732433205146,Haji Habibullah,Pishin,7.61
GBPS ABDUL HALEEM MALEZAI,Pishin,30.67127561,66.9655742,Killi Darya Khan/Alam abad,Pishin,9.37
GBPS ABDUL HALEEM MALEZAI,Pishin,30.67127561,66.9655742,New Sulaiman Khail,Pishin,9.45
GBPS ABDUL HALEEM MALEZAI,Pishin,30.67127561,66.9655742,Haji Habibullah,Pishin,8.21
GBMIDS KILLI WALAT,Pishin,30.67992525,67.04195542,Bala Ibrahimzai,Pishin,7.07
GBMIDS KILLI WALAT,Pishin,30.67992525,67.04195542,Killi Darya Khan/Alam abad,Pishin,9.14
GBMIDS KILLI WALAT,Pishin,30.67992525,67.04195542,Haji Habibullah,Pishin,4.91
GBPS WAT MEKHAN ZAI,Pishin,30.66268287,67.02743679,Bala Ibrahimzai,Pishin,9.01
GBPS WAT MEKHAN ZAI,Pishin,30.66268287,67.02743679,Killi Darya Khan/Alam abad,Pishin,7.0
GBPS WAT MEKHAN ZAI,Pishin,30.66268287,67.02743679,Haji Habibullah,Pishin,6.62
GBPS SURKHAB MALEZAI,Pishin,30.670448997,67.016029566,Bala Ibrahimzai,Pishin,8.35
GBPS SURKHAB MALEZAI,Pishin,30.670448997,67.016029566,Killi Darya Khan/Alam abad,Pishin,7.8
GBPS SURKHAB MALEZAI,Pishin,30.670448997,67.016029566,Haji Habibullah,Pishin,5.87
