SchoolName,District,CurrentLevel,RecommendedProgression,Gender,Priority,Target_School_Latitude,Target_School_Longitude,Total_Progression_Schools_Found,Analysis_Message,Nearest_Progression_School,Distance_to_Nearest_KM,Progression_School_District
GBPS HUZOOR BAKHSH DOMKI,SOHBAT PUR,Primary,Middle,Boys,Standard,68.3727031,28.43001853,12,Found 12 Middle schools within 6.0km,GBMIDS HAJI ABDUL MAJEED KHOSA,1.76,SOHBAT PUR
GBPS GORGAGE JADEED,NOSHKI,Primary,Middle,Boys,Standard,65.80022,29.2493366666666,3,Found 3 Middle schools within 6.0km,GBMIDS SAR MAL,1.84,NOSHKI
GBPS MUHAMMAD HASHIM,NOSHKI,Primary,Middle,Boys,Standard,65.50721111,29.07603521,1,Found 1 Middle schools within 6.0km,GGMIDS MUHAMMAD HASHIM,0.17,NOSHKI
GGMIDS CHILTAN SCHEME,QUETTA,Middle,High,Girls,Standard,66.9719438719621,30.2585593386906,76,Found 76 High schools within 6.0km,GGHS KILLI GUL MUHAMMED,1.32,QUETTA
"GBMIDS KILLI JAMALHAN, JANAT ALI",KOHLU,Middle,High,Boys,Standard,69.18812547,29.34416953,0,Found 0 High schools within 6.0km,,,
GBMIDS GOTH RAZA MUHAMMAD LEHRI FAROOQABAD DMJ,NASEER ABAD,Middle,High,Boys,Standard,68.2852130381257,28.4421974039475,8,Found 8 High schools within 6.0km,GBHS SHAFI MUHAMMAD UMRANI,1.71,NASEER ABAD
GBPS MADRASSA HARAM ZAI,SHERANI,Primary,Middle,Boys,Standard,69.6895866076106,31.5049852324375,4,Found 4 Middle schools within 6.0km,GBMIDS KILLI NEIKAN,1.72,SHERANI
GGMIDS NAIK MOHD. MARDANZAI SH: KILLI (LATE) HAJI NAIK MOHD,LORALAI,Middle,High,Girls,Standard,68.60934783,30.38219522,12,Found 12 High schools within 6.0km,GGHS PAHARHI MUHALLAH,0.64,LORALAI
GBPS MADRASSA MATEE-UL-ALOOM JHANGAIR SH,DUKI,Primary,Middle,Boys,Standard,68.8442908297862,30.0623652352277,1,Found 1 Middle schools within 6.0km,GGMIDS  SHADI KHAN  JAHANGEER SHER,0.26,DUKI
GBPS GHULAM QADAR MARI,NASEER ABAD,Primary,Middle,Boys,Standard,68.0256825290259,28.4321700141596,9,Found 9 Middle schools within 6.0km,GGMIDS MITHA KHAN MANJHO,1.39,NASEER ABAD
GBPS DILWANI,HARNAI,Primary,Middle,Boys,Standard,67.3941077332632,30.1796572676399,0,Found 0 Middle schools within 6.0km,,,
GBPS RONJAN MASHKEY,AWARAN,Primary,Middle,Boys,Standard,65.7440541458974,27.4346102257755,1,Found 1 Middle schools within 6.0km,GBMIDS RONJAN NO 1,2.18,AWARAN
GBPS DOCTOR ABDUL SADIQ,KILLA ABDULLAH,Primary,Middle,Boys,Standard,66.7270903641658,30.6864554354031,11,Found 11 Middle schools within 6.0km,GBMIDS SAZO PIR ALI ZAI,1.19,KILLA ABDULLAH
GBPS GOTH SHAHBAZ KHAN KATOR,JAFER ABAD,Primary,Middle,Boys,Standard,68.30922,28.3590516666666,15,Found 15 Middle schools within 6.0km,GBMIDS MOHIB ALI KHOSA,0.31,JAFER ABAD
GBPS HAJI LALA KHAN BADEZAI PASHTON ABAD,QUETTA,Primary,Middle,Boys,Standard,67.0336071286606,30.1577694791908,35,Found 35 Middle schools within 6.0km,GBMIDS NASAR ABAD QUETTA,1.13,QUETTA
GGPS Killi Hussain Abad,KHUZDAR,Primary,Middle,Girls,Standard,66.59502,27.8856883333333,13,Found 13 Middle schools within 6.0km,GGMIDSS BAZGIR,2.51,KHUZDAR
GGPS New Mitho,JHAL MAGSI,Primary,Middle,Girls,Standard,67.5053175693643,27.9725366661743,2,Found 2 Middle schools within 6.0km,GGMIDS KEHNA KHICHI,0.84,JHAL MAGSI
GBPS MADRASSA DARUL TOHEED MAGSI SHAKH TAMBOO,NASEER ABAD,Primary,Middle,Boys,Standard,67.8985608203248,28.4000496740925,2,Found 2 Middle schools within 6.0km,GBMIDS MOLVI LEHRI,2.67,NASEER ABAD
GBPS KILLI SHADI KHAN SIRKI TALARI,CHAMAN,Primary,Middle,Boys,Standard,66.4664926901674,30.9363446165892,12,Found 12 Middle schools within 6.0km,GBMIDS KILLI ABDUL REHMAN,0.24,CHAMAN
GBPS HAJI FATEH MUHAMMAD GULDAR BAGHECHA,CHAMAN,Primary,Middle,Boys,Standard,66.4232177269495,30.9390645720358,11,Found 11 Middle schools within 6.0km,GBMIDS KILLI ROZI KHAN,0.92,CHAMAN
GBPS GOTH DOST MOHAMMAD PANDRANI,NASEER ABAD,Primary,Middle,Boys,Standard,68.1949459389039,28.6317831068649,13,Found 13 Middle schools within 6.0km,GGMIDS ABDUL REHMAN HIJWANI,3.77,NASEER ABAD
GGPS SABAWOON POWER HOUSE ROAD CHAMAN,CHAMAN,Primary,Middle,Girls,Standard,66.4497789494588,30.923080297364,14,Found 14 Middle schools within 6.0km,GBMIDS MADRASSA TADREES UL QURAN,0.3,CHAMAN
GBPS ABDUL RASOOL BUGTI,NASEER ABAD,Primary,Middle,Boys,Standard,68.2112851,28.5436375,16,Found 16 Middle schools within 6.0km,GGMIDS NOTAL,0.19,NASEER ABAD
GGMIDS RAKHNI CITY NEAR WAPDA GRADE STATION,BARKHAN,Middle,High,Girls,Standard,69.9242951535796,30.0511111143442,1,Found 1 High schools within 6.0km,GGHS GADAI RAKHNI,1.19,BARKHAN
GPS DIN MUHAMMAD MASTOI,JAFER ABAD,Primary,Middle,Co-Education,Standard,68.0836654666666,28.2739635666666,9,Found 9 Middle schools within 6.0km,GGMIDS NOOR MUHAMMAD NAWARH,1.32,JAFER ABAD
GPS GOTH RAHO BAZINJO,LASBELA,Primary,Middle,Co-Education,Standard,66.9105275076526,25.1291754787921,8,Found 8 Middle schools within 6.0km,GGMIDS HAJI IBRAHIM SHEIKH,3.94,LASBELA
GPS  KHARSHING,ZIARAT,Primary,Middle,Girls,Standard,68.4812655858219,30.2430674805866,2,Found 2 Middle schools within 6.0km,GGMIDS BAGAWO,1.55,ZIARAT
GBPS RANGPUR BULAIDI TEHISL TAMBOO,NASEER ABAD,Primary,Middle,Boys,Standard,68.0904743533905,28.3756143111789,14,Found 14 Middle schools within 6.0km,GBMIDS WADERA SHAKAR KHAN,1.73,NASEER ABAD
GGMIDS KIAZAI FEROZABAD,KHUZDAR,Middle,High,Girls,Standard,66.5421395105974,27.7750913291911,1,Found 1 High schools within 6.0km,GBHS GUNGO FEROZABAD,2.57,KHUZDAR
GGMIDS CHAD SHER ALI,SURAB,Middle,High,Girls,Standard,66.1193519587993,28.3236847221507,1,Found 1 High schools within 6.0km,GGHS HATHYARI GIDDAR,2.24,SURAB
