BemisCode,SchoolName,District,Tehsil,SubTehsil,UC,WardName,WardNo,VillageName,NA,PA,ClusterBemiscode,ClusterName,ClusterDDOCode,SchoolContactNo,ClusterFeedingSchoolsPrimary,ClusterFeedingSchoolsMiddle,Location,Zone,Shift,Gender,SchoolLevel,FunctionalStatus,ReasonOfNonFunctional,DisableStudentsInSchool,IfYesThenMentionFacilities,RampforStudentsOrTeachers,Building,SchoolOwnedBy,BuildingStructure,BuildingCondition,SpaceForNewRooms,NoOfRoomsWithWindowsAndVantilation,ProperSeverageSystem,WaterFacilityInToilets,BoundaryWall,BoundaryWallStructure,BoundaryWallCondition,PlayGround,ElectricityInArea,ElectricityInSchool,IfYesThenNametheSourceElectricity,IfNoThenGiveTheDistanceOfNearestPoll,GasInArea,GasInSchool,IfYesThenNametheSourceGas,GovtDrinkingWaterScheme,DrinkingWaterAtSchool,SourceOfWater,WaterTank,IfNoThenGiveTheDistanceOfNearestWaterSource,TelephoneAvailabe,FunctionStatusTelephone,ClosedReasonTelephone,InternetAvailabe,FunctionStatusInternet,ClosedReasonInternet,ScienceLab,FunctionStatusScienceLab,ClosedReasonScienceLab,ComputerLab,LibraryAvailable,CleaningResponsibility,WashbasinAvailable,WaterforWashBasin,SoapForWashBasin,CleaningCycleOfWashBasin,TeacherUsesTeachingMeterialOnHealth,MajorDiseaseCauseForAbsentism,FirstaidKit,TrainingOnFirstAidKit,InspectionOfCleaning,SeprateRoomForECE,FullTimeTeacherForECE,TrendExtraCracularActivity,Activity1,AudioAndVideoEquipment,TeacherUsesAudioAndVideoEquipment,TrainingOnMHMKits,MHMKitsAtSchool,PTSMC,PTSMCParticipatedInAnyActivityCurrentYear,NumberOfMeetingsConducted,MeetingRecordesAvailable,ChildOfPTSMCMembersAreEnrolled,AnySDPFormPTSMCLast3Years,ExaminationHall,NumberOfVisitByEducationalManager,Kacha Room,Pakka Room,Kacha HMR,Pakka HMR,Kacha Clerk Office,Pakka Clerk Office,Kacha Hall,Pakka Hall,Kacha Staff Room,Pakka Staff Room,Kacha Guard Room,Pakka Guard Room,Kacha Toilet,Pakka Toilet,KachaSportsRoom,PakkaSportsRoom,KachaResourceCenter,PakkaResourceCenter,KBSch,KBSt,KGSch,KGSt,PBSch,PBSt,PGSch,PGSt,2BSch,2BSt,2GSch,2GSt,3BSch,3BSt,3GSch,3GSt,4BSch,4BSt,4GSch,4GSt,5BSch,5BSt,5GSch,5GSt,6BSch,6BSt,6GSch,6GSt,7BSch,7BSt,7GSch,7GSt,8BSch,8BSt,8GSch,8GSt,9BSch,9BSt,9GSch,9GSt,10BSch,10BSt,10GSch,10GSt,11BSch,11BSt,11GSch,11GSt,12BSch,12BSt,12GSch,12GSt,TotalSchoolProfileStudents,TotalStudentProfileEntered,SencTeaching,AppTeaching,Teaching Male,Teaching Female,TotalTeachingStaff,SencNonTeaching,AppNonTeaching,Nonteaching Male,Nonteaching Female,TotalNonTeachingStaff,Source,X Cod,Y Cod,_xCord,_yCord
15033,GGMIDS NAIK MOHD. MARDANZAI SH: KILLI (LATE) HAJI NAIK MOHD,LORALAI,BORI,bori,LAHORE,Asgharloon,00,LOARAI DAMAN,258,4,GGMODHS LORALAI,GGMODHS LORALAI,,03322217610,,,Urban,Winter,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,8,No,Yes,Yes,Pakka,Complete,No,Yes,Yes,QESCO,0|km,No,No,,No,Yes,Well,Yes,5|m,No,,,No,,,No,,,No,No,No One,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,Yes,Yes,No,Yes,,No,No,No,No,No,Yes,,Yes,Yes,No,No,3,0,7,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,103,88,0,13,96,88,0,5,46,60,0,12,21,35,0,0,22,20,,0,,29,0,0,8,8,0,0,7,5,0,0,10,6,,0,,0,,0,,0,,0,,0,,0,,0,313,370,10,6,0,13,13,2,1,2,2,4,RTSM,30.3823392235682,68.6094374782711,30.38219522,68.60934783
15035,GBPS MADRASSA MATEE-UL-ALOOM JHANGAIR SH,DUKI,DUKI,NIL,SHARQI THAL,0,0,JADEED JHANGEER SHAH,258,5,04373,GBHS ISMAIL SHEHER,,00,,,Rural,Winter,Single Shift,Boys,Primary,Non-Functional,,Yes,0,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,No,No,No,,,No,Yes,Yes,QESCO,0|km,No,No,,No,Yes,Naher,Yes,0|km,,,,,,,,,,,,PTSMC,Yes,Yes,Yes,Daily,Yes,Ghazayat Ki Kami,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,11,11,8,8,8,8,1,1,10,10,3,3,3,3,2,2,3,2,4,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,58,58,1,1,1,0,1,,,0,0,0,EMIS,30.06224,68.84406,30.0623652352277,68.8442908297862
15148,GBPS GHULAM QADAR MARI,NASEER ABAD,GHAFOOR ABAD,GHAFOOR ABAD,KHAROSH WAH,0,0,GOTH MIR ABDUL GHAFOOR LEHRI,254,14,07519,GBHSS TAJ MUHAMMAD LEHRI,,03438235179,,,Rural,Summar,,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,1,No,No,No,,,No,Yes,Yes,,100|m,No,No,,No,No,Nalka,No,100|m,,,,,,,,,,,,Students,No,No,No,Weekly,No,Malaria,No,No,No,No,No,Yes,Sports,No,No,,,Yes,Yes,,Yes,Yes,No,,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,10,10,2,3,3,6,1,0,2,2,1,2,2,2,1,1,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,28,32,1,1,1,0,1,,,0,0,0,EMIS,28.43185,68.02598,28.4321700141596,68.0256825290259
15288,GBPS DILWANI,HARNAI,SHAHRIGH,KHOST,ZARGHOON GHAR,DILWANI,00,KILLI DILWANI,258,6,08114,GBHS  ZARDALO,,0812021937,,,Rural,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Dangerous Condition,Yes,4,No,No,Yes,Pakka,Need Repair,No,Yes,No,,75|m,No,No,,No,No,Nothing,Yes,3|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,Others,No,No,No,No,No,Yes,,No,No,,,No,,,,,,,1,0,4,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,7,5,5,14,12,11,13,6,6,3,3,4,4,7,7,5,5,3,3,2,2,1,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,68,68,2,2,,,,,,,,,RTSM,30.179742012511,67.3936956890281,30.1796572676399,67.3941077332632
15401,GGPS MIR BAJAR KHAN BAJRANI MURREE,KOHLU,KOHLU,KOHLU,M.C KOHLU,NOOR AHMEND,4,MIR BAJAR KHAN BIJRANI,259,9,02597,GGHS Kohlu,,0,,,Rural,Winter,Single Shift,Girls,Primary,Functional,,No,,No,Yes,Educaton Department,Mix,Dangerous Condition,Yes,2,No,No,No,,,No,Yes,Yes,QESCO,0|km,No,No,,Yes,No,Well,No,400|m,,,,,,,,,,,,No One,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,Yes,Yes,Sports,No,No,,,No,Yes,No,No,Yes,No,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,10,0,0,17,30,0,0,13,0,0,0,5,8,0,0,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,58,58,1,1,0,4,4,,,0,0,0,,,,,
15498,GBPS RONJAN MASHKEY,AWARAN,AWARAN,MASHKAY,AWARAN,RONJAN ,0000, RONJAN MASHKEY,270,44,06938,GBHS JIBRI,,000,,,Urban,Winter,Single Shift,Boys,Primary,Non-Functional,Teacher not available,No,,No,No,,,,Yes,0,No,No,No,,,No,No,No,,000|km,No,No,,No,No,Well,No,00|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,Yes,Yes,,No,No,No,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,,,,,,,,,EMIS,27.38401,65.34422,27.4346102257755,65.7440541458974
15697,GBPS DOCTOR ABDUL SADIQ,KILLA ABDULLAH,KILLA ABDULLAH,chaman,KILLA ABDULLAH,00,00,DOCTOR ABDUL SADIQ,263,13,01770,GBHS KILLI BAZ MUHAMMED DAMAN,,00,,,Urban,Summar,Single Shift,Boys,Primary,Non-Functional,,No,,No,No,,,,No,2,No,No,No,,,No,No,No,,2|km,No,No,,No,No,Well,No,2|km,,,,,,,,,,,,Teachers,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,,,,,,,,,RTSM,30.6864554354031,66.7270903641658,30.6864554354031,66.7270903641658
15839,GBPS GOTH SHAHBAZ KHAN KATOR,JAFER ABAD,JHAT PAT,BAND MANIK,JHATPAT,JHATPAT,0,GOTH SHAHBAZ KHAN KATOR,261,13,05669,GBHS SARDAR SOHBAT KHAN GOLA,,0,,,Urban,Summar,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,No,No,No,,,No,Yes,Yes,Genrator,0|km,No,No,,Yes,No,Nalka,No,8|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,Yes,,No,No,,,Yes,No,,Yes,Yes,Yes,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,19,8,0,5,0,0,0,,12,,0,3,10,0,6,2,5,0,2,,8,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,38,64,1,1,,,,,,,,,EMIS,28.35851,68.30917,28.3590516666666,68.30922
15992,GBPS HAJI LALA KHAN BADEZAI PASHTON ABAD,QUETTA,ZARGHOON,Quetta,GOL MASJID,39,11,HAJI LALA KHAN BADEZAI,265,27,05039,GBHS KAKAR COLONY NO 2,,03458322249,,,Urban,Winter,Single Shift,Boys,Primary,Functional,,Yes,00,No,Yes,Educaton Department,Pakka,Satisfactory ,Yes,3,No,No,Yes,Mix,Need Repair,No,Yes,No,,10|km,Yes,No,SSGC,Yes,No,Nothing,Yes,30|m,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,Yes,No,Yes,Sports,No,No,,,Yes,Yes,,No,No,No,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,18,18,10,17,16,14,15,13,12,12,12,3,8,10,5,6,8,8,6,5,6,5,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,121,120,8,7,8,0,8,,,0,0,0,RTSM,30.1578190114163,67.0337416115958,30.1577694791908,67.0336071286606
16249,GGPS Killi Hussain Abad,KHUZDAR,KHUZDAR,KHUZDAR,KHAND,HASSAN ABAD,0,Killi Hussain Abad,269,19,03654,GGHS KHAIR ABAD KHUZDAR,,03337990341,,,Urban,Summar,Single Shift,Girls,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,1,Yes,No,Yes,Pakka,In-Complete,No,Yes,No,,1|km,No,No,,No,No,Nothing,Yes,1|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,Yes,,Yes,No,Yes,No,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,11,23,14,2,2,11,10,2,6,16,10,2,3,11,7,0,1,4,18,0,0,1,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,82,83,2,2,0,2,2,,,0,0,0,RTSM,27.8874508932886,66.5953193585378,27.8856883333333,66.59502
16298,GGPS New Mitho,JHAL MAGSI,JHAL MAGSI,JHALL MAGSI,BARIJA,MITHOO,3,New Mitho,16,260,07389,GBHS MITTHO,,03366443559,,,Rural,Summar,Single Shift,Girls,Primary,Functional,,No,,No,No,,,,Yes,5,No,No,No,,,No,No,No,,20|km,No,No,,No,No,Well,No,20|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,,No,No,,,Yes,No,No,Yes,No,No,,0,,,,,,,,,,,,,,,,,,,0,0,9,9,0,0,10,10,0,0,8,8,0,3,11,8,0,0,9,9,0,1,6,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,53,53,1,1,0,1,1,,,0,0,0,RTSM,27.9723975643575,67.505879403522,27.9725366661743,67.5053175693643
16364,GBPS MADRASSA DARUL TOHEED MAGSI SHAKH TAMBOO,NASEER ABAD,TAMBOO,BABAKOT,GOLA WAH,0,0,MAGSI SHAKH,256,14,07580,GBHS AZIZ ABAD,,03453709547,,,Rural,Summar,,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,No,No,No,,,Yes,Yes,Yes,QESCO,0|km,No,No,,Yes,No,Naher,No,0|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,Yes,Yes,,Yes,Yes,Yes,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,23,18,30,19,3,10,15,19,3,6,6,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,90,94,1,1,1,0,1,,,0,0,0,EMIS,28.40001,67.89841,28.4000496740925,67.8985608203248
16424,GBPS KILLI SHADI KHAN SIRKI TALARI,CHAMAN,CHAMAN,CHAMAN,SIRKI TALRI,NA,0000,KILLI SHADI KHAN SIRKI TALARI,263,23,01740,GBHS KILLI ABDUL RAHIM,,03138230230,,,Rural,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Satisfactory ,Yes,3,No,Yes,Yes,Kacha,In-Complete,No,No,No,,0|km,No,No,,No,Yes,Well,No,|km,,,,,,,,,,,,No One,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,Yes,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,9,,8,,8,,2,,1,,4,,1,,1,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,36,2,1,,,,,,,,,RTSM,30.9363446165892,66.4664926901674,30.9363446165892,66.4664926901674
16425,GBPS HAJI FATEH MUHAMMAD GULDAR BAGHECHA,CHAMAN,CHAMAN,CHAMAN,ROGHANI,0,0,FATEH MUHAMMAD GULDAR BAGHECHA,263,50,01774,GBHSS CHAMAN,,0000000000000,,,Rural,Winter,Single Shift,Boys,Primary,Non-Functional,,No,,No,Yes,Donated,Pakka,Satisfactory ,No,2,No,No,No,,,No,No,No,,|km,No,No,,No,No,Well,No,|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,,,,,,,,,RTSM,30.9389789036702,66.4231058613978,30.9390645720358,66.4232177269495
16848,GBPS GOTH DOST MOHAMMAD PANDRANI,NASEER ABAD,D.M.JAMALI,D M JAMALI,D.M.JAMALI GHARBI,NILL,0,GOTH DOST MOHAMMAD PANDRANI,260,11,07488,GBHS SPECIAL DERA MURAD JAMALI,,03013696942,,,Rural,Summar,Single Shift,Boys,Primary,Functional,,Yes,NILL,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,No,No,Yes,Pakka,Need Repair,Yes,Yes,Yes,QESCO,0|km,No,No,,No,Yes,Nalka,Yes,200|m,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,No,Yes,No,No,,No,No,,,Yes,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,8,4,2,4,2,6,6,0,10,3,2,1,5,1,3,1,1,2,1,3,4,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,42,44,1,1,1,0,1,,,0,0,0,,28.6318100518826,68.1949694881697,28.6317831068649,68.1949459389039
16854,GGPS HAJI MOHAMMAD IBRAHIM TAMBO,NASEER ABAD,TAMBOO,0,ALLAH ABAD,0,0,HAJI MOHAMMAD IBRAHIM TAMBO,254,14,08824,GGHS FATEH PUR,,03003934370,,,Rural,Summar,,Girls,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,,Yes,2,No,No,No,,,No,No,No,,2|km,No,No,,No,No,Well,No,2|km,,,,,,,,,,,,Teachers,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,23,11,0,0,18,29,0,0,1,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,52,53,1,1,,,,,,,,,,,,,
16981,GGPS SABAWOON POWER HOUSE ROAD CHAMAN,CHAMAN,CHAMAN,CIty Chaman,EID GAH,0,0,POWER HOUSE ROAD CHAMAN,263,23,09565,GGHS DOLAT ABAD TAJ WATAN DOST,,03138222716,,,Urban,Winter,Single Shift,Girls,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Satisfactory ,No,6,Yes,Yes,Yes,Kacha,In-Complete,No,Yes,Yes,QESCO,0|km,No,No,,Yes,Yes,Naher,No,0|km,,,,,,,,,,,,Teachers,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,Yes,Yes,No,,No,No,,,No,,,,,,,5,0,9,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,8,0,11,11,,,1,0,1,RTSM,30.9231430376113,66.450036488568,30.923080297364,66.4497789494588
17086,GBPS ABDUL RASOOL BUGTI,NASEER ABAD,D.M.JAMALI,D.M.JAMALI,D.M.JAMALI GHARBI,0,0, ABDUL RASOOL BUGTI,256,13,07613,GBHS SHAHEED SOHAIL ASLAM (RAILWAY COLONY),,03442206750,,,Urban,Summar,,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,3,No,No,Yes,Pakka,Need Repair,Yes,Yes,Yes,,2|km,No,No,,No,No,Well,No,2|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,Yes,Yes,No,Yes,Sports,No,No,,,Yes,,,,,,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,65,0,0,0,,72,,2,,16,,0,,56,,0,,8,,0,,28,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,65,182,3,3,4,0,4,,,0,0,0,RTSM,28.5424168596253,68.2122477723677,28.5436375,68.2112851
17130,GGPS KILLI KUNDI KORASK NAL,KHUZDAR,NAL,NAAL,NAL,KUNDI,0,KILLI KUNDI KORASK NAL,269,39,11169,GGHS HAZAR GANGI,,0,,,Urban,Summar,Single Shift,Girls,Primary,Non-Functional,Teacher not available,No,,No,Yes,Educaton Department,Pakka,Satisfactory ,Yes,0,,No,Yes,Kacha,Complete,No,No,No,,|km,No,No,,Yes,No,Nothing,No,|km,,,,,,,,,,,,No One,No,No,No,Weekly,No,Malaria,No,No,No,No,No,No,,No,No,,,No,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,,
17375,GGMIDS RAKHNI CITY NEAR WAPDA GRADE STATION,BARKHAN,BARKHAN,BARKHAN,RAKHNI,RAKHNI,0,Killi RAKHNI CITY NEAR WAPDA GRADE STATION,259,8,13155,GGHS GADAI RAKNI,,03317172246,,,Rural,Winter,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,5,Yes,No,Yes,Pakka,Complete,Yes,No,No,,01|km,No,No,,No,No,Tubewell,No,2|km,No,,,No,,,No,,,No,No,Sweeper,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,Sports,No,No,,,Yes,Yes,,No,No,No,Yes,3,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,12,22,21,8,12,9,13,4,0,9,1,2,2,8,8,0,0,12,11,0,0,7,6,,0,,0,0,0,7,4,1,1,13,14,,0,,0,,0,,0,,0,,0,,0,,0,113,105,6,6,3,2,5,,,0,0,0,,30.05111985,69.92427995,30.0511111143442,69.9242951535796
17509,GPS DIN MUHAMMAD MASTOI,JAFER ABAD,JHAT PAT,JHATPAT,CATTLE FORM,00,00,GOTH DIN MUHAMMAD MASTOI,266,26,09285,GGHS BILAWAL JAMALI,,03453977460,,,Rural,Summar,Single Shift,Co-Education,Primary,Functional,,Yes,,No,Yes,Donated,Pakka,Need Repair,Yes,2,Yes,Yes,Yes,Mix,In-Complete,No,Yes,Yes,,0|km,No,No,,No,No,Naher,No,0|km,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,No,,No,Yes,No,,2,0,4,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,15,14,14,15,4,4,5,5,4,4,5,5,8,8,4,4,10,9,7,8,5,5,9,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,90,90,2,2,0,2,2,,,0,0,0,,28.27384318,68.08367677,28.2739635666666,68.0836654666666
17731,GPS GOTH RAHO BAZINJO,LASBELA,HUB,HUB,MC HUB,PADAH,8,Ghot Raho Bezanjo,272,49,06271,GGHS HAJI CHATTA RIND,,03352971708,,,Urban,Summar,Single Shift,Co-Education,Primary,Functional,,Yes,,No,Yes,Donated,Pakka,Satisfactory ,Yes,2,Yes,No,No,,,No,Yes,No,QESCO,0|km,No,Yes,,Yes,No,Nalka,No,|km,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",Yes,No,Yes,No,Yes,Yes,,Yes,Yes,,,No,Yes,Yes,Yes,Yes,No,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,7,16,4,2,13,16,2,2,10,10,3,3,5,4,4,4,4,4,3,3,4,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,75,75,2,1,,,,,,,,,,25.12908614,66.91023473,25.1291754787921,66.9105275076526
17873,GGMIDS AKBER ABAD,PANJGUR,PANJGUR,PANJGUR,TASP,AKBAR ABAD ,0,AKBER ABAD,270,43,09136,GGHS GHARIB ABAD COLONY TASP,,03202027707,,,Urban,Winter,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,1,No,No,Yes,Pakka,Complete,No,Yes,No,,200|m,No,No,,No,No,Nothing,Yes,100|m,No,,,No,,,No,,,No,No,PTSMC,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",Yes,Yes,Yes,No,No,Yes,Sports,No,No,,,Yes,Yes,No,Yes,Yes,No,No,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,10,14,0,3,11,13,0,2,8,12,0,1,5,5,0,0,3,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,49,52,4,3,0,2,2,,,0,0,0,,,,,
18042,GPS  KHARSHING,ZIARAT,SINJAVI,Sinjawi,BAGHAO,00,00,KILLI KHARSHING,6,258,08444,GGHS ZARA SANJAVI,,0000000,,,Rural,Winter,Single Shift,Girls,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Satisfactory ,Yes,2,No,Yes,Yes,Pakka,Complete,No,No,No,,15|km,No,No,,No,Yes,Nothing,No,500|m,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,Sports,No,No,,,Yes,Yes,,No,Yes,No,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,,0,3,3,0,0,5,5,2,2,3,5,8,6,5,5,1,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,27,27,2,1,,,,,,,,,,30.2632124071517,68.4910242654192,30.2430674805866,68.4812655858219
18139,GBPS RANGPUR BULAIDI TEHISL TAMBOO,NASEER ABAD,TAMBOO,tamboo,TAMBOO,nil,00,RANGPUR BULAIDI TEHISL TAMBOO,254,11,07452,GBHS KHUDA BAKHSH,,00,,,Rural,Summar,,Boys,Primary,Non-Functional,Teacher not available,No,,No,No,,,Need Repair,No,0,No,No,No,,,No,No,No,,2|km,No,No,,No,No,Well,No,2|km,,,,,,,,,,,,Teachers,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,,0,,,,,,,,,,,,,,,,,,,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,1,0,,,,,,,,,,,,28.3756143111789,68.0904743533905
18273,GGPS HAJI MAZAR KHAN SAMAND LONI,DUKI,DUKI,Luni,Palos kalan,Haji Mazar Sumand ,20457075,HAJI MAZAR KHAN SAMAND LONI,252,6,11909,GGHSS ABDUL MALIK ESSA ZAI,,033402298562,,,Urban,Summar,Single Shift,Girls,Primary,Non-Functional,Post vacant ,No,,No,Yes,Educaton Department,Pakka,Satisfactory ,Yes,,Yes,Yes,No,,,Yes,No,No,,3|km,No,No,,No,No,Nalka,Yes,6|km,,,,,,,,,,,,PTSMC,No,No,No,Weekly,No,Malaria,Yes,Yes,Yes,No,No,Yes,,No,No,,,No,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,,
