school_name,bemis_code,latitude,longitude,district,in_killa_saifullah
GGPS RAGHA JALAL ZAI,12817,30.6967829650315,68.3302698804732,KILLA SAIFULLAH,False
GBPS MULLA MUSTAFA,12818,30.7533132223865,68.1846048211895,KILLA SAIFULLAH,False
GBPS SARDAR ALI MUHAMMAD MIRZAI,12872,30.8096268094171,68.0880616140399,KILLA SAIFULLAH,False
GBPS KILLI HAJI NAWAB KHAN MANZAI,12901,30.7435234180769,68.2621262144536,KILLA SAIFULLAH,False
GBPS KILLI KASHMIR VIALA,12902,30.6986379745836,68.392062414696,KILLA SAIFULLAH,False
GBPS KILLI BABU CHEEN,12903,31.0351298048403,67.8470599566151,KILLA SAIFULLAH,False
GBPS KAKRAN MUSLIM BAGH,12904,30.8462199482235,68.0531628527494,KILLA SAIFULLAH,False
GBPS KILLI KHOSTI,12926,30.6743184405659,68.4746911090643,KILLA SAIFULLAH,False
GBPS KILLI ABDULLAH JAN,12927,30.7099702513231,68.3019198372858,KILLA SAIFULLAH,False
GGPS SARA KHOLA,13176,30.7489800056293,67.5203396108067,KILLA SAIFULLAH,False
GGPS SHAGAI PAIZAI,13177,30.7424432496535,68.3853855319189,KILLA SAIFULLAH,False
GGPS SPIN SHAH FEROZI KAN,13178,30.7243639385999,67.576440779798,KILLA SAIFULLAH,False
GGMIDS SHINNA KHORA NO.1,13179,30.8660012277632,67.8808802384164,KILLA SAIFULLAH,False
GGPS SHANKI,13182,30.6927085010721,68.3503176041855,KILLA SAIFULLAH,False
GGPS KILLI ZARGHOON MIRZAI,13183,30.7400037495296,68.2635301237072,KILLA SAIFULLAH,False
GGPS KARAIZ MUSA ZAI,13184,30.7222542423858,68.3685122591284,KILLA SAIFULLAH,False
GGPS HAMAND ZAI,13185,30.6980581175154,68.3214518916924,KILLA SAIFULLAH,False
GGPS KILLI KHARKARAN,13186,30.71339552936,68.3287258247625,KILLA SAIFULLAH,False
GGPS TAJ MUHAMMAD AMIR ABAD,13187,30.7330043680451,68.8349545112492,KILLA SAIFULLAH,False
GGPS SORY ATTALA,13188,30.8628783924538,67.6455391170457,KILLA SAIFULLAH,False
GGPS SHEIKHAN TALRI,13189,30.6371325494171,67.9653257336047,KILLA SAIFULLAH,False
GGPS JADEED KAD,13190,30.8418548442027,67.5299476993318,KILLA SAIFULLAH,False
GGPS KHATOOKA,13191,30.6861066659597,67.7475486281949,KILLA SAIFULLAH,False
GGPS MANDAKAI,13192,30.8847859445342,67.675842775144,KILLA SAIFULLAH,False
GGPS GAT SHAH ALAZAI,13193,30.9311209673593,67.8689592099892,KILLA SAIFULLAH,False
GGPS KAZAH BAYANA,13194,30.7943077694648,67.5850477727737,KILLA SAIFULLAH,False
GGPS GHATA THEZA,13195,30.8266482457848,67.5450966725484,KILLA SAIFULLAH,False
GGPS YASEENI,13196,30.7604152814214,67.5700965569166,KILLA SAIFULLAH,False
GGPS MUHAMMAD SIDDIQ JOGGIZAI,13197,30.6983727312816,68.3359080806429,KILLA SAIFULLAH,False
GGPS USMAN MIRZAI,13349,30.7123992959851,68.3006121484262,KILLA SAIFULLAH,False
GGPS KILLI SUNGER AKHTEYAR KARAIZ,14275,30.6687409416392,67.5232703326273,KILLA SAIFULLAH,False
GGPS KOZ KACH,14276,30.8009339725548,67.570439786838,KILLA SAIFULLAH,False
GBPS ABDUL SAMAD MIRZAI,14328,30.8172037188126,68.0445487549702,KILLA SAIFULLAH,False
GBPS IBRAHIM KHAN BALOZAI,14329,30.7004102810294,68.3462172946469,KILLA SAIFULLAH,False
GBPS KUNDER,14330,31.2695589800637,68.3894599528828,KILLA SAIFULLAH,False
GBPS ASMAT ABAD,14331,30.822021489745,68.0999652722162,KILLA SAIFULLAH,False
GGPS ABDUL KARIM MIRZAI,14444,30.7311482896052,68.3277559753403,KILLA SAIFULLAH,False
GBPS DOCTOR ABDUL ALI,14445,30.6930217544943,68.7421830269036,KILLA SAIFULLAH,False
GBPS SAEED ABAD,14446,30.8831997706287,69.1029803489655,KILLA SAIFULLAH,False
GBPS SARDAR HAYAT BATOZAI,14447,30.8755951942144,68.8772636826306,KILLA SAIFULLAH,False
GBPS KILLI NANAK MAIZAI,14448,30.7423757476587,68.2848233756915,KILLA SAIFULLAH,False
GBPS ABDUL WAHAB,14450,30.7672368267174,68.1887179249555,KILLA SAIFULLAH,False
GBPS TALAQUE HAIDERZAI,14451,30.7806135532196,68.9306777025777,KILLA SAIFULLAH,False
GBPS HAJI ABDUL HAQ,14452,30.7822444073923,68.5090848325501,KILLA SAIFULLAH,False
GBPS KABUL RAGHA,14474,30.6861507250787,68.612111937345,KILLA SAIFULLAH,False
GBPS KILLI HAJI MUHAMMAD KHAN SHALAY ZAI,14476,30.7674918989565,68.2589994009287,KILLA SAIFULLAH,False
GBPS MUHAMMAD YAR,14490,30.7674544234454,68.2570266427164,KILLA SAIFULLAH,False
GBPS SUR RAGHA,14491,31.0302743648097,67.8159831544465,KILLA SAIFULLAH,False
GBPS MADRASSA IMDAD-UL-ALOOM,14497,30.8182183176825,67.7606531761635,KILLA SAIFULLAH,False
GBPS MADRASA HABIBIA NAWA KILLI MUSLIM B,14498,30.8254977625218,67.7280431779139,KILLA SAIFULLAH,False
GBPS NASRUL ULOOM,14503,30.8442797633997,67.6989808823138,KILLA SAIFULLAH,False
GBPS MADRASA ARABIA NOOR UL QURAN,14554,30.8240278361709,67.7415679972258,KILLA SAIFULLAH,False
GBPS MUHIB ABAD,14557,30.7948333543617,67.6014181967263,KILLA SAIFULLAH,False
GBPS MOLVI SHAN DIN,14558,31.0527455942756,69.1496603980346,KILLA SAIFULLAH,False
GBPS KILLI JUMA RAHIM,14560,30.7663302795648,68.9228106603715,KILLA SAIFULLAH,False
GBPS KILLI SADA GUL,14562,31.4546092365668,67.7196748077252,KILLA SAIFULLAH,False
GBPS MURGHA JOR JORI,14563,31.2662184186281,68.0160118979454,KILLA SAIFULLAH,False
GBPS SAMOZ KARAIZ,14564,31.5075622557869,67.8484897325889,KILLA SAIFULLAH,False
GGPS SAFAR KHAN,14565,31.5114703684672,67.7317997014053,KILLA SAIFULLAH,False
GBPS KARI WARI,14566,31.0388834522308,68.5723291276064,KILLA SAIFULLAH,False
GBPS KILLI BARD MALEZAI,14567,31.4378581771319,67.7919400901753,KILLA SAIFULLAH,False
GBPS KHAWAJ MUHAMMED SUMEZAI,14568,30.9387531395431,69.1346368531392,KILLA SAIFULLAH,False
GBPS MOLVI BASHIR AHMED,14569,30.9900998295429,69.1742186801434,KILLA SAIFULLAH,False
GBPS HAJI NAZAR KHAN,14570,30.873417693136,69.0915547041219,KILLA SAIFULLAH,False
GBPS MOLVI ANWAR UD DIN,14571,30.8615002825813,69.0385859550087,KILLA SAIFULLAH,False
GBPS KILLI HAJI MUHAMMED HASHIM,14572,30.7337892182414,68.3581068297812,KILLA SAIFULLAH,False
GBPS IMDAD UL ULOOM YAR MUHAMMED,14600,30.7354930493482,68.2342910059271,KILLA SAIFULLAH,False
GBPS MADRASA MOLVI FAZAL DAD,14601,30.8414177441751,68.6504174276975,KILLA SAIFULLAH,False
GBPS MADRASA MUHAMMED ESSA,14602,30.8430044798115,68.7433100555703,KILLA SAIFULLAH,False
GBPS KILLI MALKAN,14667,30.7503165863206,68.2155658574485,KILLA SAIFULLAH,False
GBPS MOLVI ABDUL WASAY ( NALI MIAN ),14668,30.828501805334,68.8392829352982,KILLA SAIFULLAH,False
GBPS BATOZAI,14669,30.8977934610277,68.7437434622132,KILLA SAIFULLAH,False
GBPS BANDAT AKHTAR ZAI,14670,30.6780392803991,68.5395506540202,KILLA SAIFULLAH,False
GBPS ZARHA GHARHA,14671,31.0521754925005,68.5990832910351,KILLA SAIFULLAH,False
GBPS KILLI THANA AKHTAR ZAI,14673,30.6710067871579,68.4940636891202,KILLA SAIFULLAH,False
GBPS MOLA DAD KILLI DARGAI,14730,30.7768530001111,68.9856631766606,KILLA SAIFULLAH,False
GBPS KILLI MULLA MUSA KALEEM,14731,30.9053020184499,69.0871118775998,KILLA SAIFULLAH,False
GBPS NAZAR SHAH PATOZAI,14733,30.7720703618606,68.2037480070091,KILLA SAIFULLAH,False
GBPS KILLI FAZAL KARAM,14734,30.8776460524131,69.0547269034805,KILLA SAIFULLAH,False
GBPS QAID ABAD,14735,30.823150703064,68.0953061177796,KILLA SAIFULLAH,False
GBPS ABDUL SALAM,14736,30.7949433795737,68.3180848627598,KILLA SAIFULLAH,False
GGPS AKHTAR ZAI,14737,30.6815952982771,68.5106520840117,KILLA SAIFULLAH,False
GBPS MALIK ABDUL RAZAQUE,14739,30.8218211011399,68.0893375838338,KILLA SAIFULLAH,False
GBPS KILLI MOLVI KASHMEER NASAI,14788,30.8489466780164,68.0388035399404,KILLA SAIFULLAH,False
GBPS DILDAR SAKHOOBI,14789,31.0279567449979,67.7597059157598,KILLA SAIFULLAH,False
GBPS KILLI SOOY ZAIRAT,14790,30.9613281577087,67.8069594932378,KILLA SAIFULLAH,False
GBPS MADRASSA ANDER BAIS,14791,30.9580976332202,67.8012199015327,KILLA SAIFULLAH,False
GBPS NAZAR GANGAL,14792,31.0317952216136,67.8183217417388,KILLA SAIFULLAH,False
GBPS ABDUL QAYUM KAZHA MIRZAI,14793,30.8286065555071,68.1546961172255,KILLA SAIFULLAH,False
GBPS HAJI LAHORE,14794,30.8177972035429,68.1192155349084,KILLA SAIFULLAH,False
GBPS MUHAMMED DUNYA ZAI,14795,30.8183162819321,68.0428031683718,KILLA SAIFULLAH,False
GBPS NALI RUSTAM ZAI,14796,30.6341479987223,68.910055264612,KILLA SAIFULLAH,False
GBPS SHER ABAD,14798,30.813721816984,68.0766089090974,KILLA SAIFULLAH,False
GBPS SHAZ ALI KHUDAI DOST,14799,31.0549456688401,67.7852655910159,KILLA SAIFULLAH,False
GBPS SHARAN ADDINA ZAI,14800,30.9350677689692,68.0167337382317,KILLA SAIFULLAH,False
GBPS KILLI HANAN SARA SHAH,14801,30.8491508588669,67.9452210361842,KILLA SAIFULLAH,False
GBPS KILLI HAJI ABDUL GHAFOOR,14802,30.6828343077226,68.5193382938204,KILLA SAIFULLAH,False
GBPS MADRASA NOOR UL QURAN,14804,30.8239534595251,67.7414151507834,KILLA SAIFULLAH,False
GBPS YAKHI,14806,30.7764967900763,68.0350177686632,KILLA SAIFULLAH,False
GBPS HAJI GHANI,14807,30.8234912833406,67.7626767898231,KILLA SAIFULLAH,False
GBPS MUHAMMAD KHAN KHATOO,14808,30.7770169168775,68.1814793323283,KILLA SAIFULLAH,False
GBPS QAID ABAD NASAI ABDUL MAJEED,14809,30.8182657623963,68.0430140373145,KILLA SAIFULLAH,False
GGPS KILLI NOOR MUHAMMED,14810,30.7281575663442,67.5502084586657,KILLA SAIFULLAH,False
GBPS TORA SHAH,14811,30.8157111333411,67.712409841465,KILLA SAIFULLAH,False
GBPS KAZHA ABDUL RASHEED,14812,30.7912397135348,68.1451711389578,KILLA SAIFULLAH,False
GBPS MALIK ABDUL RAZZAQ,14813,30.8219075156932,68.0894464573585,KILLA SAIFULLAH,False
GBPS KILLI HAJI ABDUL ZAHIR,14814,30.8202678555455,67.7396609199257,KILLA SAIFULLAH,False
GBPS ZARBANOO KACH,14815,31.0569772239187,68.6091710018754,KILLA SAIFULLAH,False
GBPS SARKI SARA SHAH,14816,30.8745565982349,68.0136029999041,KILLA SAIFULLAH,False
GBPS MADRASA ZARA GHAIZ,14817,31.0480197316154,67.7755646519806,KILLA SAIFULLAH,False
GBPS TANGI WAR,14818,30.8875393257498,68.0615305871183,KILLA SAIFULLAH,False
GBPS MUNIR ABAD,14819,30.8254144843552,68.1708637302634,KILLA SAIFULLAH,False
GBPS KILLI MANSOOR ABAD,14821,30.7023808517923,68.3569190887072,KILLA SAIFULLAH,False
GBPS KILLI MIRZA KHAN,14822,30.7442351623077,68.3595374305047,KILLA SAIFULLAH,False
GGPS KILLI MALIK KHATO,14823,30.7771595838265,68.1818391657938,KILLA SAIFULLAH,False
GBPS KILLI AKHTAR ZAI,14825,30.6574741919088,68.49985040118,KILLA SAIFULLAH,False
GBPS YOUNAS ABAD,14827,30.8443403907269,67.6991714480501,KILLA SAIFULLAH,False
GGPS SHARAN JOGAZAI,14828,31.0307693700399,68.5380917024715,KILLA SAIFULLAH,False
GGPS NEW BHAHDUR WALA,15118,30.6927468003164,68.4027013561339,KILLA SAIFULLAH,False
GBPS KILLAH MOLVI AMIR MUHAMMAD,15230,30.6908335585475,68.7185771895391,KILLA SAIFULLAH,False
GBPS MOLVI AMIR MUHAMMAD NASAI,15231,30.8610846741963,68.0470889401968,KILLA SAIFULLAH,False
GBPS MADRASSA ZIA-UL-ALOOM,15232,30.6376826977983,68.0976093980388,KILLA SAIFULLAH,False
GBPS MADRASSA SAIDO,15233,30.6986749812672,68.359937494083,KILLA SAIFULLAH,False
GBPS GULLA KHAN SEEBZAI,15235,30.8635923175677,68.7471803771925,KILLA SAIFULLAH,False
GBPS MADARASSA NISHPA,15236,30.6418378277477,68.4538531229064,KILLA SAIFULLAH,False
GBPS NASEEM ABAD NASAI,15237,30.8385152613544,68.073232417049,KILLA SAIFULLAH,False
GBPS PARAZONE NASAI,15238,30.8287933031695,68.0975880214263,KILLA SAIFULLAH,False
GBPS MALIK JALO HAIDER ZAI,15240,30.7728448859354,68.9317193561966,KILLA SAIFULLAH,False
GBPS MADRASSA GAWAL ISMAIL ZAI,15241,30.8634980373983,69.0595083504304,KILLA SAIFULLAH,False
GBPS BAKHT MUHAMMAD,15342,30.8272860256326,67.7262829309466,KILLA SAIFULLAH,False
GGPS KILLI RAFIULLAH MEHTERZAI,15478,30.7493652042357,67.5234434702137,KILLA SAIFULLAH,False
GBPS KILLI NAWABZADA ASHRAF KHAN JOGEZAI,15479,30.6937538188599,68.5052502894948,KILLA SAIFULLAH,False
GGPS MUHALLAH HAJI KHANO MUTAKHAIL,15480,30.7042668941467,68.3579578657526,KILLA SAIFULLAH,False
GGPS KILLI SHINKI GARAH MALIK KHUDAEDAD,15481,30.8257075882602,67.7643773689043,KILLA SAIFULLAH,False
GBPS SAIFULLAH CHEENA,15670,30.8850574532937,69.057573515442,KILLA SAIFULLAH,False
GBPS MURAD ABAD,15671,30.8415770115238,68.0599363475154,KILLA SAIFULLAH,False
GBPS GOND CHEENA,15672,30.6442580241361,67.925764302038,KILLA SAIFULLAH,False
GBPS NAKROZ MARDANZAI,15673,30.9521950002163,67.7545435547923,KILLA SAIFULLAH,False
GBPS AGHBARGAI NASR-UD-DIN KAKAR,15674,30.6226121942273,68.1692258834352,KILLA SAIFULLAH,False
GBPS MADRASSA USMANIA,15675,30.697036777934,68.3618038280059,KILLA SAIFULLAH,False
GBPS KILLI GUL MUHAMMAD KANCHOGAI,15676,30.8114952613576,67.5978719532759,KILLA SAIFULLAH,False
GBPS HAJI NOOR MUHAMMAD HALEEMZAI,15677,30.8626860262909,68.015313477642,KILLA SAIFULLAH,False
GBPS JANABAD MANDAK,15678,30.8435269608284,67.7315261126999,KILLA SAIFULLAH,False
GBPS DIN MUHAMMAD NASAI,15679,30.8427004537894,68.0425243303164,KILLA SAIFULLAH,False
GBPS SOBDAR DOULATZAI,15680,30.8137849685974,68.5927374315691,KILLA SAIFULLAH,False
GBPS MADRASSA MOLVI NAFFAY,15681,30.6985766942221,68.3715931366108,KILLA SAIFULLAH,False
GGPS KILLI KARIM DAD BANDAT KHOSTI,15740,30.6744953259622,68.4735036690048,KILLA SAIFULLAH,False
GGPS KANCHOGHI MURGHA BAKULZAI,15742,30.8028672778733,67.5706989209805,KILLA SAIFULLAH,False
GGMIDS KILLI JHANGEER MUSLIM BAGH,15743,30.8263621582746,67.7266505127235,KILLA SAIFULLAH,False
GBPS GWAL ISMAIL ZAI CHEENA KAREZ SHEIKH,15744,31.0386208918979,68.5411999667145,KILLA SAIFULLAH,False
GBPS SOGHI ALLAH DAD ZAI,15745,30.6789530757355,68.4895300955376,KILLA SAIFULLAH,False
GBPS JALAUDIN MERZAI,15936,30.7610920750076,68.1711008293759,KILLA SAIFULLAH,False
GBPS KILLI MALIK SYED MOHAMMAD JALALZAI,15938,31.4855808381466,67.9378780274298,KILLA SAIFULLAH,False
GBPS KILLI ESSA ABAD MUSA ZAI,15939,30.6980599334855,68.35096164096,KILLA SAIFULLAH,False
GGPS LWARA NEW DAMAN SULTANZAI MUSLIM BAGH,15940,30.8557665208348,67.7089061360971,KILLA SAIFULLAH,False
GBPS KILLI MULAVI ABDUL BAQI TOR DAMAN,15941,30.8450083477411,67.7155308292971,KILLA SAIFULLAH,False
GBPS DARGAI GOWAL,16179,30.8456120781196,69.04520209403,KILLA SAIFULLAH,False
GGPS KILLI ZIARAT YAR MUHAMMAD,16269,30.8251534413868,68.063794528544,KILLA SAIFULLAH,False
GGPS Killi Wachzar,16270,30.7819045792668,67.5572291632254,KILLA SAIFULLAH,False
GGPS Killi Sardar Rozi,16271,30.7327093260549,68.2866689790775,KILLA SAIFULLAH,False
GGPS Killi Kashmir abad,16272,30.8618903157605,68.0211908168451,KILLA SAIFULLAH,False
GGPS FEROZI KHAN MEHTARZAI,16273,30.717080964349,67.5847378658296,KILLA SAIFULLAH,False
GGPS Khuwaja Imran,16274,30.7991780973589,67.9658654685148,KILLA SAIFULLAH,False
GGPS Killi Sakhiabad,16275,30.8130853324923,67.6071479944528,KILLA SAIFULLAH,False
GGPS Killi Sargarh,16276,30.8246606882305,67.7440247613428,KILLA SAIFULLAH,False
GGPS Killi Sheena Khura,16277,30.8607972336149,67.8887516598483,KILLA SAIFULLAH,False
GGPS Killi Tordaman Atta,16278,30.8561517858965,67.7107049798174,KILLA SAIFULLAH,False
GGPS Killi Oragsai NASAR,16279,30.8477692713524,67.6662292832778,KILLA SAIFULLAH,False
GGPS Killi Haji Abdul Khaliq,16280,30.8182993886447,68.1553908924549,KILLA SAIFULLAH,False
GGMIDS HAJI NOOR-UL-HAQ,16281,30.8347416862666,67.69780782747,KILLA SAIFULLAH,False
GGPS KILLI KHARKARAN,16282,30.7058380857783,68.309572719215,KILLA SAIFULLAH,False
GBPS GOON CHEENAH SHEIKHAN ABAD,16430,30.8679167374673,69.0742459624092,KILLA SAIFULLAH,False
GBPS KILLI BAKHT MUHAMMAD,16431,30.8273397916142,67.7262983880372,KILLA SAIFULLAH,False
GBPS NODA TAKI PAIND KHAN,16432,30.7429348169233,67.8609581022188,KILLA SAIFULLAH,False
GBPS KILLI TOOR DAMAN,16812,30.855805629652,67.7088575402873,KILLA SAIFULLAH,False
GBPS MURGHA MARGHAZAIN MUSLIM BAGH,16814,30.6976553127653,67.871748279718,KILLA SAIFULLAH,False
GGPS KILLI ABDUL ALI BANDAT MUSA ZAI,16920,30.701374174106,68.3754883629611,KILLA SAIFULLAH,False
GGPS KILLI BARKA MARGHAZAN,16988,30.6612547020411,67.8505181695776,KILLA SAIFULLAH,False
GGPS SHEIKH NIKA SADDAR MUSLIM BAGH,16989,30.6380700749282,67.995906539656,KILLA SAIFULLAH,False
GPS KILLI MOHAMMAD ESSA,17665,30.8091133830435,68.2251214887333,KILLA SAIFULLAH,False
GPS KILLI GIRDI BARAT KHAIL,17671,30.6467526895448,68.7898509638537,KILLA SAIFULLAH,False
GPS  SHEKHAN MULAZAI ALOZAI,17672,30.6843753230566,68.5708241422954,KILLA SAIFULLAH,False
GPS KILLI KARIM DAD BATOZAI,17677,30.9421145759307,68.969923791845,KILLA SAIFULLAH,False
GPS  KILLI SARDAR ROZI KHAN MIRZAI,17678,30.7330310086593,68.2866368812177,KILLA SAIFULLAH,False
GPS  KHOZHA KHEZI,17679,30.6558651147991,68.354210799803,KILLA SAIFULLAH,False
GPS SAGAI FATOZAI HAJI NIAMATULLAH,17680,30.7996025951662,68.2762642277018,KILLA SAIFULLAH,False
GPS  HAJI NOORULLAH KHAN,17684,30.6965084577946,68.4818556017441,KILLA SAIFULLAH,False
GPS KILLI PEURA GOREZAI,17685,31.06543169557,69.16015649073,KILLA SAIFULLAH,False
GPS  ABDUL HAMEED MIRZAI,17687,30.752284147104,68.1975060762119,KILLA SAIFULLAH,False
GPS KILLI SARDAR  MUHAMMAD,17688,30.8044576863794,68.2161377296711,KILLA SAIFULLAH,False
GPS  SHABAN,17690,31.0383264167935,68.5403346321657,KILLA SAIFULLAH,False
GPS TOR KAAN,17691,30.6670039090279,68.2465606592273,KILLA SAIFULLAH,False
GPS  PATAO MIRZAI KILI GHANI,17692,30.8470674589711,68.2242156518702,KILLA SAIFULLAH,False
GPS KILLI HAJI KHUDAI DOST BABOZAI JALALZAI,17693,30.7336439826079,68.2760085406862,KILLA SAIFULLAH,False
